// Sistema de Informações Hidrológicas
// Versão Web 3.0
// © 2013 Agência Nacional de Águas (ANA)
//
// NivelConsistencia: 1 = Bruto, 2 = Consistido
// TipoMedicaoChuvas: 1 = Pluviômetro, 2 = Pluviógrafo, 3 = Data logger
// Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Acumulado
//
// Restrições da consulta:
//	Código da Estação:00638013
//


EstacaoCodigo;NivelConsistencia;Data;TipoMedicaoChuvas;Maxima;Total;DiaMaxima;NumDiasDeChuva;MaximaStatus;TotalStatus;NumDiasDeChuvaStatus;TotalAnual;TotalAnualStatus;Chuva01;Chuva02;Chuva03;Chuva04;Chuva05;Chuva06;Chuva07;Chuva08;Chuva09;Chuva10;Chuva11;Chuva12;Chuva13;Chuva14;Chuva15;Chuva16;Chuva17;Chuva18;Chuva19;Chuva20;Chuva21;Chuva22;Chuva23;Chuva24;Chuva25;Chuva26;Chuva27;Chuva28;Chuva29;Chuva30;Chuva31;Chuva01Status;Chuva02Status;Chuva03Status;Chuva04Status;Chuva05Status;Chuva06Status;Chuva07Status;Chuva08Status;Chuva09Status;Chuva10Status;Chuva11Status;Chuva12Status;Chuva13Status;Chuva14Status;Chuva15Status;Chuva16Status;Chuva17Status;Chuva18Status;Chuva19Status;Chuva20Status;Chuva21Status;Chuva22Status;Chuva23Status;Chuva24Status;Chuva25Status;Chuva26Status;Chuva27Status;Chuva28Status;Chuva29Status;Chuva30Status;Chuva31Status;
00638013;1;1965-12-01;1;0,2;0,2;23;1;1;1;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,2;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
00638013;1;1966-01-01;1;9,1;9,7;31;2;1;1;0;704,2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,6;0;0;0;9,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
00638013;1;1966-02-01;1;73;235,5;6;13;1;1;0;704,2;1;1,8;4,5;0;1,5;0;73;15;4,1;16,3;68,6;0;0,7;0,3;0;0;0;0;0;0;0;0;0;0,3;46,7;2,7;0;0;0;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;
00638013;1;1966-03-01;1;53,6;86,3;6;12;1;1;0;704,2;1;0;9,2;6,3;1;0;53,6;0;0;2,7;0,3;0,1;1,2;0,4;0;0;0;7,9;0;0;0;0;1,1;0;0;2,5;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
00638013;1;1966-04-01;1;73;121,6;12;11;1;1;0;704,2;1;0;0;0;0;0;0;5,5;0;0;4,1;0;73;4,4;2,7;9,1;0,3;0;1;0;18,2;0;0;0;0;2,7;0,6;0;0;0;0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
00638013;1;1966-05-01;1;75;111,8;9;7;1;1;0;704,2;1;0;0;0;0;0;0;0;0;75;1,2;0;0;0;0;15;0;0;0;0;0;0;9,7;0;1,2;0;3,7;0;0;0;6;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
00638013;1;1966-06-01;1;31;59,4;23;5;1;1;0;704,2;1;0;0,7;0;22;0;0;0;0;0;0;1,2;4,5;0;0;0;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
00638013;1;1966-07-01;1;22,1;28,2;11;5;1;1;0;704,2;1;0;0;0,5;0;0;0;0;0;0;0;22,1;0;0;3;0;1,6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
00638013;1;1966-08-01;1;2,5;2,5;11;1;1;1;0;704,2;1;0;0;0;0;0;0;0;0;0;0;2,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
00638013;1;1966-09-01;1;6,5;6,5;26;1;1;1;0;704,2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6,5;0;0;0;0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
00638013;1;1966-10-01;1;1,5;1,5;23;1;1;1;0;704,2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,5;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
00638013;1;1966-11-01;1;2,8;2,8;20;1;1;1;0;704,2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,8;0;0;0;0;0;0;0;0;0;0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
00638013;1;1966-12-01;1;24,6;38,4;27;6;1;1;0;704,2;1;0;0;0;0;0;0;0;0;0;0;11,3;0;0;0;0;0;0;0;0,6;0;0,7;0;0;0;0,7;0,5;24,6;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
00638013;1;1967-01-01;1;10,2;32,6;19;9;1;1;0;;0;0;3;0;0;0,5;0;0;0;0;0;0;0;2,3;0;0;0;0;0;10,2;5,1;3,7;0,4;0;0;0;0;0;0;0;1,5;5,9;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
00638013;1;1967-02-01;1;105,6;366,7;1;18;1;1;0;;0;105,6;45,7;6,5;21,2;1;0;0;0;39,8;17,1;0;1,6;0;2,2;7,4;10,7;0;37,2;13,1;0;4,7;34,2;8,9;9;0,8;0;0;0;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;
00638013;1;1967-03-01;1;44,1;273,7;18;22;1;1;1;;0;0;0;0;0;3,5;0;14;0,8;27,2;1,6;2,3;0;0;0,8;5,2;23,1;2,7;44,1;30,5;0,4;14,4;30,1;14,8;0;14;22,8;14,6;0,5;0;5,9;0,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
00638013;1;1967-04-01;1;60,1;279,9;5;19;1;1;0;;0;0;47,5;6,5;30,1;60,1;0,8;0,3;25,8;5,4;1,3;31,6;16,6;0;0;0;0;0,7;1,4;0,5;34,5;0;0;0;0,8;0;1;10;5;0;0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
00638013;1;1967-05-01;1;67,5;242,1;8;16;1;1;0;;0;18,8;43;2,7;0,2;0;4,3;6,5;67,5;53,6;2,5;0;0;0;35,2;0,8;0;0;0;0;2;0;0,5;0,2;0;2,5;1,8;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
00638013;1;1967-06-01;1;8;10,7;7;8;1;1;0;;0;0;0,3;0;0;0;0,2;8;0;0;0;0,6;0,8;0;0;0;0;0;0;0;0;0,3;0,3;0;0,2;0;0;0;0;0;0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
