// Sistema de Informações Hidrológicas
// Versão Web 3.0
// © 2013 Agência Nacional de Águas (ANA)
//
// NivelConsistencia: 1 = Bruto, 2 = Consistido
// TipoMedicaoChuvas: 1 = Pluviômetro, 2 = Pluviógrafo, 3 = Data logger
// Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Acumulado
//
// Restrições da consulta:
//	Código da Estação:00638012
//


EstacaoCodigo;NivelConsistencia;Data;TipoMedicaoChuvas;Maxima;Total;DiaMaxima;NumDiasDeChuva;MaximaStatus;TotalStatus;NumDiasDeChuvaStatus;TotalAnual;TotalAnualStatus;Chuva01;Chuva02;Chuva03;Chuva04;Chuva05;Chuva06;Chuva07;Chuva08;Chuva09;Chuva10;Chuva11;Chuva12;Chuva13;Chuva14;Chuva15;Chuva16;Chuva17;Chuva18;Chuva19;Chuva20;Chuva21;Chuva22;Chuva23;Chuva24;Chuva25;Chuva26;Chuva27;Chuva28;Chuva29;Chuva30;Chuva31;Chuva01Status;Chuva02Status;Chuva03Status;Chuva04Status;Chuva05Status;Chuva06Status;Chuva07Status;Chuva08Status;Chuva09Status;Chuva10Status;Chuva11Status;Chuva12Status;Chuva13Status;Chuva14Status;Chuva15Status;Chuva16Status;Chuva17Status;Chuva18Status;Chuva19Status;Chuva20Status;Chuva21Status;Chuva22Status;Chuva23Status;Chuva24Status;Chuva25Status;Chuva26Status;Chuva27Status;Chuva28Status;Chuva29Status;Chuva30Status;Chuva31Status;
00638012;1;1961-01-01;1;43,2;182,8;16;9;1;1;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43,2;30;4;25;15,6;17;21;0;0;0;0;0;0;0;11;16;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
00638012;1;1961-02-01;1;50,2;188,8;17;15;1;1;0;;0;2,2;33,4;0,8;0;0;0;0,6;0;13,6;1;5;0;0;0;4;43;50,2;1,2;1,8;10,8;19,2;0;2;0;0;0;0;0;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;
00638012;1;1961-03-01;1;69,4;383,9;22;19;1;1;0;;0;5,4;1;0;0;0;0;0;0;0;0;0;6,8;7;13,4;0;3,9;0;10;34;17,8;0;69,4;4;1,4;32;14,8;19;56,8;52;21;14,2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
00638012;1;1961-04-01;1;17,8;57,9;29;8;1;1;0;;0;0;0;0;0;0;2,8;1,3;0;0;0;0;0;0;4,5;9,6;0;3,5;0;0;16;0;0;0;0;0;0;0;0;17,8;2,4;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
00638012;1;1961-05-01;1;11,6;32,4;14;8;1;1;0;;0;0;3,3;3,1;0,5;0;0;0;0,1;0;0;3,8;0;0;11,6;0;0;0;0;0;0;0;0;0;0;0;0;9,2;0,8;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
00638012;1;1961-06-01;1;0,9;1,8;12;3;1;1;0;;0;0;0;0,6;0;0;0;0;0;0;0;0;0,9;0;0;0;0;0;0;0;0;0,3;0;0;0;0;0;0;0;0;0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
00638012;1;1961-07-01;1;20,6;23;19;2;1;1;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,4;20,6;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
00638012;1;1961-08-01;1;0;0;1;0;1;1;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
00638012;1;1961-09-01;1;0,8;0,8;6;1;1;1;0;;0;0;0;0;0;0;0,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
00638012;1;1961-10-01;1;5;11,2;20;3;1;1;0;;0;0;4,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;2,1;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
