,835160
835114,"10664,487823112591"
835198,"11186,509611388845"
835116,"13767,406441037563"
,835112
835114,"9313,47685930617"
835198,"12634,414844983388"
835119,"13518,212989826909"
,735155
735159,"2688,9742863463057"
735142,"5917,993610070625"
736042,"8947,162649053324"
,735159
735155,"2688,9742863463057"
735142,"6219,82451734512"
736042,"6529,8573107048705"
,735085
735155,"2636,4524572793594"
735142,"5273,0665338839535"
736042,"7225,309961067599"
,835110
835172,"9546,202522777094"
836099,"13097,161619239409"
835132,"13122,01705512535"
,836099
835110,"13097,161619239409"
836069,"13722,578829200502"
835172,"15588,831263608141"
,836065
836069,"11288,899503172091"
836075,"14557,381082950147"
835110,"15873,583316474931"
,835157
835152,"5509,81052189271"
835155,"6073,645528263017"
835195,"7177,274611783131"
,835150
835194,"12764,073829189176"
835157,"12933,68703115272"
835152,"13985,232682927553"
,835147
835124,"7942,30496181376"
835175,"8901,497565139107"
835149,"10090,068067770419"
,835163
835147,"7633,419392144089"
835175,"8313,602909718918"
835200,"9341,44119199555"
,835149
835200,"5903,377726371838"
835147,"10090,068067770419"
835132,"11663,880622609538"
,835164
835116,"13826,963788033572"
835171,"15161,055341280906"
835131,"16169,014887962185"
,735138
735147,"5617,39481770643"
735143,"9363,815981305204"
735146,"11946,626250725436"
,735041
735147,"7716,375886606375"
735143,"7717,534772451233"
735146,"12537,766794410316"
,835114
835160,"10664,487823112591"
835132,"12473,389953563148"
835175,"13419,610769123054"
,737041
736037,"113980,71164264607"
736040,"114147,17548667407"
836105,"114714,49213083852"
,836092
836089,"20775,53354231208"
836110,"21693,303081962422"
836067,"22257,18729566255"
,836068
836089,"20916,16669061701"
836067,"21359,51017382928"
836110,"21883,016224086074"
,834028
834035,"5821,190987732218"
835166,"8550,062731607532"
834032,"8644,59226779565"
,835138
835115,"2774,1101479005342"
835166,"3482,218461560923"
834028,"10736,339790987802"
,835115
835166,"2390,6063318727065"
835138,"2774,1101479005342"
834028,"10925,739094032802"
,835165
835138,"2122,5970616766344"
835166,"2887,45474031605"
834028,"11276,059174833403"
,835166
835165,"2887,45474031605"
835138,"3482,218461560923"
834028,"8550,062731607532"
,834027
835115,"10983,0924515179"
834028,"11196,421202031674"
835165,"11824,70924641344"
,836070
836080,"13273,764287402413"
836014,"17192,507996761116"
836074,"18633,727096647857"
,836071
836076,"7654,97704767384"
836078,"7733,210061667852"
836088,"16998,008724325064"
,734059
834026,"2941,7332732976042"
834030,"3110,4442259785483"
834029,"3387,809514686561"
,735218
835048,"5423,0772924788"
734059,"5784,807099985483"
835202,"6110,706417366841"
,835167
834029,"1308,1230742679475"
835202,"1837,3794206811137"
834041,"3141,2813104793213"
,834029
835167,"1308,1230742679475"
834041,"1837,4066825517023"
834030,"2009,9352504331619"
,834030
834031,"1731,8082852919858"
834026,"2003,6151225669105"
834029,"2009,9352504331619"
,834031
734059,"1919,335186274227"
834042,"2516,5879477970943"
834026,"2858,6971532537236"
,834026
835167,"1195,1986175816796"
834030,"2003,6151225669105"
834041,"2114,8878328552296"
,835116
835131,"9464,24818032145"
835132,"11958,435481754766"
835160,"13767,406441037563"
,836097
836072,"2733,9755673529344"
836066,"9060,656167317595"
836107,"12327,00989534674"
,836009
836107,"9803,967897856613"
836066,"11289,218335992215"
836108,"13847,260716888375"
,836111
836009,"13995,604832558014"
836072,"13995,604832558014"
836107,"16335,50034369559"
,836072
836107,"9803,967897856613"
836066,"11289,218335992215"
836108,"13847,260716888375"
,836073
836080,"18866,55236834317"
836014,"21311,618141890915"
836074,"22490,40955873031"
,735223
735046,"5924,167580958777"
735174,"6033,248415910367"
735221,"7396,952824572254"
,735157
735065,"6667,715258348718"
735046,"7557,766331946379"
735140,"7588,640657881094"
,735140
735223,"4134,171057534192"
735157,"7588,640657881094"
735174,"9092,757315311876"
,735046
735223,"5924,167580958777"
735157,"7557,766331946379"
735066,"9872,83024380415"
,835117
835169,"2105,4744017479484"
835106,"5381,25111946606"
836102,"7335,508529033927"
,835170
835117,"12081,071214706139"
835168,"12252,32993962737"
835129,"12782,90458628404"
,835171
835131,"9270,765418079442"
835117,"9643,524642434553"
835168,"10704,21563150759"
,835172
835110,"9546,202522777094"
836101,"9736,653535981652"
836102,"9920,7119906314"
,835106
835168,"4352,005970380949"
835117,"5381,25111946606"
835169,"7482,991120717581"
,836102
835168,"6268,285159472052"
836101,"6274,944105932485"
835117,"7335,508529033927"
,835168
835169,"3162,9548162484434"
835106,"4352,005970380949"
836102,"6268,285159472052"
,835169
835168,"3162,9548162484434"
835106,"7482,991120717581"
835171,"7541,288130032788"
,835148
835174,"1798,9018771225471"
835175,"10244,360824899706"
835185,"10741,067741016783"
,835173
835174,"1890,3920100881244"
835175,"9484,56662069641"
835185,"11675,078074451276"
,835174
835173,"1890,3920100881244"
835175,"8727,077633323232"
835185,"10143,878478224453"
,835175
835174,"8727,077633323232"
835147,"8901,497565139107"
835173,"9484,56662069641"
,835176
835153,"11385,60036063325"
835030,"12308,162301809198"
835123,"12308,162301809198"
,835118
835030,"11746,382050041617"
835123,"11746,382050041617"
835153,"11903,720864134126"
,936004
936128,"1376,0649480289567"
936105,"1855,3248465550132"
936108,"11272,796806951868"
,936120
936105,"1292,3964354159061"
936128,"1403,6230909597334"
936108,"12051,276046265668"
,936105
936004,"1855,3248465550132"
936128,"2677,992005235321"
936108,"11424,455266535408"
,936128
936120,"1403,6230909597334"
936105,"2677,992005235321"
936108,"12566,58585504834"
,835177
835152,"5977,9406547551425"
835158,"8830,152246633772"
835157,"11003,055032271877"
,835119
835152,"6754,4114857323575"
