FID,Bacia,Rio,Unidade da Federação,Município,Responsável,Operadora,Tipo,Código,Estação,Latitude,Longitude,Área de Drenagem (km²),Réguas Linimétricas,Registrador de Nível,Medição de Descarga Líquida,Medição de Sedimentos,Medição de Qualidade da Água,Estação Telemétrica,Operando,Início (Réguas),Início (Registrador de Nível),Início (Descarga Líquida),Início (Sedimentos),Início (Qualidade da Água),Pluviômetro,Registrador de Chuva,Tanque Evaporimétrico,Estação Climatológica,Início (Pluviômetro),Início (Registrador Chuva),Início (Tanque Evaporimétrico),Início (Climatológica),Início (Telemetria),x,y
4883,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,QUIPAPA,CEMADEN,CEMADEN,Pluviométrica,836108,QUIPAPA_Cruzeiro do Congo,-8.80388888889,-36.0930555556,-,Não,Não,Não,Não,Não,Sim,Sim,-,-,-,-,-,Sim,Não,Não,Não,jan-14,-,-,-,01/01/2014,-4017860.5656177783,-983923.8936017107
4884,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,RIACHO DAS ALMAS,EMATER,EMATER,Pluviométrica,835129,RIACHO DAS ALMAS,-8.13333333333,-35.8666666667,-,Não,Não,Não,Não,Não,Não,Sim,-,-,-,-,-,Sim,Não,Não,Não,ago-79,-,-,-,00:00:00,-3992659.0697854124,-908454.6815534558
4886,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,SALGADINHO,EMATER,EMATER,Pluviométrica,735149,SALGADINHO,-7.91666666667,-35.6666666667,-,Não,Não,Não,Não,Não,Não,Sim,-,-,-,-,-,Sim,Não,Não,Não,jan-79,-,-,-,00:00:00,-3970395.171626757,-884096.9140485318
4887,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,SALGADINHO,ANA,CPRM,Pluviométrica,735067,SALGADINHO,-7.94277777778,-35.6341666667,-,Não,Não,Não,Não,Não,Não,Sim,-,-,-,-,-,Sim,Não,Não,Não,dez-62,-,-,-,00:00:00,-3966777.288175976,-887031.6515378025
4890,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,SANHARÓ,CEMADEN,CEMADEN,Pluviométrica,836109,SANHARO_Centro,-8.35888888889,-36.5638888889,-,Não,Não,Não,Não,Não,Sim,Sim,-,-,-,-,-,Sim,Não,Não,Não,jan-14,-,-,-,01/01/2014,-4070273.4925329443,-933825.7362268267
4891,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,SANHARÓ,ANA,CPRM,Pluviométrica,836043,SANHARÓ,-8.36555555556,-36.5602777778,-,Não,Não,Não,Não,Não,Não,Sim,-,-,-,-,-,Sim,Não,Não,Não,nov-62,-,-,-,00:00:00,-4069871.5054828576,-934575.8409512965
4892,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,SANHARÓ,EMATER,EMATER,Pluviométrica,836085,SANHARO,-8.36666666667,-36.5666666667,-,Não,Não,Não,Não,Não,Não,Sim,-,-,-,-,-,Sim,Não,Não,Não,ago-79,-,-,-,00:00:00,-4070582.713340704,-934700.8596529053
4910,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,SÃO BENTO DO UNA,EMATER,EMATER,Pluviométrica,836086,SÃO BENTO DO UNA,-8.53333333333,-36.45,-,Não,Não,Não,Não,Não,Não,Sim,-,-,-,-,-,Sim,Não,Não,Não,jul-79,-,-,-,00:00:00,-4057595.439414822,-953457.7306334263
4911,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,SÃO BENTO DO UNA,DNOCS,DNOCS,Pluviométrica,836037,SÃO BENTO DO UNA,-8.51666666667,-36.3666666667,-,Não,Não,Não,Não,Não,Não,Sim,-,-,-,-,-,Sim,Não,Não,Não,mai-20,-,-,-,00:00:00,-4048318.8151820484,-951581.6777884911
4913,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,SÃO JOAQUIM DO MONTE,CEMADEN,CEMADEN,Pluviométrica,835200,SÃO JOAQUIM DO MONTE_Barra do Riachão,-8.50694444444,-35.895,-,Não,Não,Não,Não,Não,Sim,Sim,-,-,-,-,-,Sim,Não,Não,Não,jan-14,-,-,-,01/01/2014,-3995813.122024554,-950487.3513779483
4914,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,SÃO JOAQUIM DO MONTE,EMATER,EMATER,Pluviométrica,835132,SÃO JOAQUIM DO MONTE,-8.43333333333,-35.8333333333,-,Não,Não,Não,Não,Não,Não,Sim,-,-,-,-,-,Sim,Não,Não,Não,jul-79,-,-,-,00:00:00,-3988948.4200923024,-942202.6360349957
4920,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,SÃO LOURENÇO DA MATA,IAA,IAA,Pluviométrica,735084,USINA TIUMA (IAA),-7.96666666667,-35.0666666667,-,Não,Não,Não,Não,Não,Não,Sim,-,-,-,-,-,Sim,Não,Não,Não,abr-67,-,-,-,00:00:00,-3903603.4771507937,-889716.7875801102
4921,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,SÃO LOURENÇO DA MATA,ANA,CPRM,Pluviométrica,735050,ENGENHO SÍTIO,-7.96805555556,-35.1566666667,-,Não,Não,Não,Não,Não,Não,Sim,-,-,-,-,-,Sim,Não,Não,Não,abr-67,-,-,-,00:00:00,-3913622.2313221875,-889872.9049555273
4922,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,SÃO LOURENÇO DA MATA,CEMADEN,CEMADEN,Pluviométrica,835202,SÃO LOURENÇO DA MATA_Rua dos Milagres,-8.01,-35.0161111111,-,Não,Não,Não,Não,Não,Sim,Sim,-,-,-,-,-,Sim,Não,Não,Não,jan-14,-,-,-,01/01/2014,-3897975.658449577,-894587.8996878415
4923,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,SÃO LOURENÇO DA MATA,CEMADEN,CEMADEN,Pluviométrica,735225,SÃO LOURENÇO DA MATA_Tiúma,-7.97888888889,-35.0730555556,-,Não,Não,Não,Não,Não,Sim,Sim,-,-,-,-,-,Sim,Não,Não,Não,jan-14,-,-,-,01/01/2014,-3904314.6850086395,-891090.6386708923
4924,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,SÃO LOURENÇO DA MATA,CEMADEN,CEMADEN,Pluviométrica,735224,SÃO LOURENÇO DA MATA_Chã da Tábua,-7.995,-35.035,-,Não,Não,Não,Não,Não,Sim,Sim,-,-,-,-,-,Sim,Não,Não,Não,jan-14,-,-,-,01/01/2014,-3900078.359942339,-892901.6869735789
4925,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,SÃO LOURENÇO DA MATA,ANA,CPRM,Pluviométrica,835048,SÃO LOURENÇO DA MATA II,-7.99861111111,-35.0319444444,-,Não,Não,Não,Não,Não,Sim,Sim,-,-,-,-,-,Sim,Não,Não,Não,jan-63,-,-,-,01/04/2011,-3899738.2170538045,-893307.6214004783
4928,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,SÃO LOURENÇO DA MATA,CEMADEN,CEMADEN,Pluviométrica,835201,SÃO LOURENÇO DA MATA_Nossa Senhora da Luz,-8.03694444444,-35.1,-,Não,Não,Não,Não,Não,Sim,Sim,-,-,-,-,-,Sim,Não,Não,Não,jan-14,-,-,-,01/01/2014,-3907314.1268439027,-897616.9934384915
4943,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,XEXÉU,CEMADEN,CEMADEN,Pluviométrica,835207,XEXÉU_Centro,-8.805,-35.6269444444,-,Não,Não,Não,Não,Não,Sim,Sim,-,-,-,-,-,Sim,Não,Não,Não,jan-14,-,-,-,01/01/2014,-3965973.3140758025,-984049.05678375
4947,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,ABREU E LIMA,CEMADEN,CEMADEN,Pluviométrica,734058,ABREU E LIMA_Distrito Industrial - Timbó,-7.91694444444,-34.8980555556,-,Não,Não,Não,Não,Não,Sim,Sim,-,-,-,-,-,Sim,Não,Não,Não,jan-14,-,-,-,01/01/2014,-3884833.774119817,-884128.1336802935
4948,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,ABREU E LIMA,CEMADEN,CEMADEN,Pluviométrica,734068,PAULISTA_Paratibe,-7.93,-34.9030555556,-,Não,Não,Não,Não,Não,Sim,Sim,-,-,-,-,-,Sim,Não,Não,Não,jan-14,-,-,-,01/01/2014,-3885390.3715737825,-885595.4801285971
4949,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,ÁGUA PRETA,EMATER,EMATER,Pluviométrica,835111,ÁGUA PRETA,-8.7025,-35.5219444444,-,Não,Não,Não,Não,Não,Não,Sim,-,-,-,-,-,Sim,Não,Não,Não,nov-79,-,-,-,00:00:00,-3954284.767542509,-972504.3292242796
4952,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,ÁGUA PRETA,CEMADEN,CEMADEN,Pluviométrica,835159,ÁGUA PRETA_Bairro D´Ouro,-8.69388888889,-35.5261111111,-,Não,Não,Não,Não,Não,Sim,Sim,-,-,-,-,-,Sim,Não,Não,Não,jan-14,-,-,-,01/01/2014,-3954748.5987541475,-971534.5914284086
4953,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,ALIANÇA,EMATER,EMATER,Pluviométrica,735137,ALIANÇA,-7.58333333333,-35.2,-,Não,Não,Não,Não,Não,Não,Sim,-,-,-,-,-,Sim,Não,Não,Não,ago-79,-,-,-,00:00:00,-3918446.07592323,-846648.3033976218
4954,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,ALIANÇA,DNOCS,DNOCS,Pluviométrica,735039,ALIANÇA,-7.58333333333,-35.2,-,Não,Não,Não,Não,Não,Não,Sim,-,-,-,-,-,Sim,Não,Não,Não,jan-49,-,-,-,00:00:00,-3918446.07592323,-846648.3033976218
4955,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,ANGELIM,EMATER,EMATER,Pluviométrica,836066,ANGELIM,-8.88333333333,-36.3,-,Não,Não,Não,Não,Não,Não,Sim,-,-,-,-,-,Sim,Não,Não,Não,jul-79,-,-,-,00:00:00,-4040897.5157958306,-992874.0115913604
4958,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,BARREIROS,CEMADEN,CEMADEN,Pluviométrica,835161,BARREIROS_Barreiros,-8.81305555556,-35.1988888889,-,Não,Não,Não,Não,Não,Sim,Sim,-,-,-,-,-,Sim,Não,Não,Não,jan-14,-,-,-,01/01/2014,-3918322.3876001257,-984956.5011005454
4959,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,BARREIROS,CEMADEN,CEMADEN,Pluviométrica,835162,BARREIROS_Rod. Armínio Cuil Hi Rme,-8.80694444444,-35.1861111111,-,Não,Não,Não,Não,Não,Sim,Sim,-,-,-,-,-,Sim,Não,Não,Não,jan-14,-,-,-,01/01/2014,-3916899.971884433,-984268.0932570318
4960,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,BARREIROS,ANA,CPRM,Pluviométrica,835151,BARREIROS,-8.79916666667,-35.205,-,Não,Não,Não,Não,Não,Sim,Sim,-,-,-,-,-,Não,Não,Não,Não,-,-,-,-,01/08/2012,-3919002.6733771963,-983391.9542713485
4965,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,BELO JARDIM,EMATER,EMATER,Pluviométrica,836067,BELO JARDIM,-8.33333333333,-36.4333333333,-,Não,Não,Não,Não,Não,Não,Sim,-,-,-,-,-,Sim,Não,Não,Não,jul-79,-,-,-,00:00:00,-4055740.1145682666,-930950.4534913582
4966,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,BELO JARDIM,APAC-PE,APAC-PE,Pluviométrica,836004,BELO JARDIM,-8.33333333333,-36.45,-,Não,Não,Não,Não,Não,Não,Sim,-,-,-,-,-,Sim,Sim,Não,Não,dez-62,dez-62,-,-,00:00:00,-4057595.439414822,-930950.4534913582
4968,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,BOM CONSELHO,APAC-PE,APAC-PE,Pluviométrica,936001,BOM CONSELHO,-9.16666666667,-36.6833333333,-,Não,Não,Não,Não,Não,Não,Sim,-,-,-,-,-,Sim,Não,Não,Não,fev-34,-,-,-,00:00:00,-4083569.987266585,-1024809.9348160559
4969,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,BOM CONSELHO,EMATER,EMATER,Pluviométrica,936103,BOM CONSELHO,-9.16666666667,-36.6833333333,-,Não,Não,Não,Não,Não,Não,Sim,-,-,-,-,-,Sim,Não,Não,Não,jul-79,-,-,-,00:00:00,-4083569.987266585,-1024809.9348160559
4971,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,BREJÃO,ANA,CPRM,Pluviométrica,936119,BREJÃO,-9.03944444444,-36.5983333333,-,Não,Não,Não,Não,Não,Sim,Sim,-,-,-,-,-,Não,Não,Não,Não,-,-,-,-,01/04/2011,-4074107.8305491577,-1010466.9744962913
4972,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,BREJÃO,EMATER,EMATER,Pluviométrica,936104,BREJÃO,-9.05,-36.5,-,Não,Não,Não,Não,Não,Não,Sim,-,-,-,-,-,Sim,Não,Não,Não,abr-80,-,-,-,00:00:00,-4063161.413954485,-1011656.8080352818
4973,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,BUENOS AIRES,EMATER,EMATER,Pluviométrica,735139,BUENOS AIRES,-7.75,-35.3666666667,-,Não,Não,Não,Não,Não,Não,Sim,-,-,-,-,-,Sim,Não,Não,Não,ago-79,-,-,-,00:00:00,-3936999.3243887755,-865368.9024123101
4975,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,CACHOEIRINHA,EMATER,EMATER,Pluviométrica,836069,CACHOEIRINHA,-8.48333333333,-36.1833333333,-,Não,Não,Não,Não,Não,Não,Sim,-,-,-,-,-,Sim,Não,Não,Não,fev-80,-,-,-,00:00:00,-4027910.241869948,-947829.8170902786
4976,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,CACHOEIRINHA,ANA,CPRM,Pluviométrica,836096,CACHOEIRINHA,-8.48833333333,-36.2313888889,-,Não,Não,Não,Não,Não,Sim,Sim,-,-,-,-,-,Não,Não,Não,Não,-,-,-,-,01/02/2011,-4033259.7618441815,-948392.5754087789
4977,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,CACHOEIRINHA,CEMADEN,CEMADEN,Pluviométrica,836100,CACHOEIRINHA_Centro,-8.48388888889,-36.2380555556,-,Não,Não,Não,Não,Não,Sim,Sim,-,-,-,-,-,Sim,Não,Não,Não,jan-14,-,-,-,01/01/2014,-4034001.891782803,-947892.3454305298
4984,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,CUMARU,ANA,CPRM,Pluviométrica,835135,CUMARU,-8.01194444444,-35.6961111111,-,Não,Não,Não,Não,Não,Não,Sim,-,-,-,-,-,Sim,Não,Não,Não,mar-86,-,-,-,00:00:00,-3973672.9121890035,-894806.4873632415
4986,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,FEIRA NOVA,EMATER,EMATER,Pluviométrica,735141,FEIRA NOVA,-7.95,-35.35,-,Não,Não,Não,Não,Não,Não,Sim,-,-,-,-,-,Sim,Não,Não,Não,mai-80,-,-,-,00:00:00,-3935143.999542221,-887843.4203578553
4992,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,GAMELEIRA,CEMADEN,CEMADEN,Pluviométrica,835179,GAMELEIRA_Centro,-8.58694444444,-35.3861111111,-,Não,Não,Não,Não,Não,Sim,Sim,-,-,-,-,-,Sim,Não,Não,Não,jan-14,-,-,-,01/01/2014,-3939163.8700430896,-959492.9234445198
4993,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,GAMELEIRA,ANA,CPRM,Pluviométrica,835140,ENGENHO MATO GROSSO,-8.6375,-35.3055555556,-,Não,Não,Não,Não,Não,Não,Sim,-,-,-,-,-,Sim,Não,Não,Não,jan-89,-,-,-,00:00:00,-3930196.466618074,-965184.9227019888
5014,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,IPOJUCA,CEMADEN,CEMADEN,Pluviométrica,835180,IPOJUCA_Centro,-8.4,-35.0638888889,-,Não,Não,Não,Não,Não,Sim,Sim,-,-,-,-,-,Sim,Não,Não,Não,jan-14,-,-,-,01/01/2014,-3903294.2563430336,-938451.5867259082
5015,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,IPOJUCA,CEMADEN,CEMADEN,Pluviométrica,835181,IPOJUCA_Camela,-8.51111111111,-35.1219444444,-,Não,Não,Não,Não,Não,Sim,Sim,-,-,-,-,-,Sim,Não,Não,Não,jan-14,-,-,-,01/01/2014,-3909756.9712251984,-950956.3450081846
5016,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,IPOJUCA,CEMADEN,CEMADEN,Pluviométrica,835182,IPOJUCA_Porto de Galinhas,-8.50694444444,-35.0038888889,-,Não,Não,Não,Não,Não,Sim,Sim,-,-,-,-,-,Sim,Não,Não,Não,jan-14,-,-,-,01/01/2014,-3896615.0868954374,-950487.3513779483
5017,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,IPOJUCA,CEMADEN,CEMADEN,Pluviométrica,835183,IPOJUCA_Rurópolis,-8.41111111111,-35.07,-,Não,Não,Não,Não,Não,Sim,Sim,-,-,-,-,-,Sim,Não,Não,Não,jan-14,-,-,-,01/01/2014,-3903974.5421201047,-939701.9006261647
