FID,Bacia,Rio,Unidade da Federação,Município,Responsável,Operadora,Tipo,Código,Estação,Latitude,Longitude,Área de Drenagem (km²),Réguas Linimétricas,Registrador de Nível,Medição de Descarga Líquida,Medição de Sedimentos,Medição de Qualidade da Água,Estação Telemétrica,Operando,Início (Réguas),Início (Registrador de Nível),Início (Descarga Líquida),Início (Sedimentos),Início (Qualidade da Água),Pluviômetro,Registrador de Chuva,Tanque Evaporimétrico,Estação Climatológica,Início (Pluviômetro),Início (Registrador Chuva),Início (Tanque Evaporimétrico),Início (Climatológica),Início (Telemetria),x,y
4460,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,GOIANA,CEMADEN,CEMADEN,Pluviométrica,734060,GOIANA_Prefeitura Municipal,-7.58611111111,-34.9983333333,-,Não,Não,Não,Não,Não,Sim,Sim,-,-,-,-,-,Sim,Não,Não,Não,jan-14,-,-,-,01/01/2014,-3895996.6452799207,-846960.2535285789
4461,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,GOIANA,CEMADEN,CEMADEN,Pluviométrica,735219,GOIANA_Estadio Municipal Agamemon Magalhães,-7.56388888889,-35.0044444444,-,Não,Não,Não,Não,Não,Sim,Sim,-,-,-,-,-,Sim,Não,Não,Não,jan-14,-,-,-,01/01/2014,-3896676.9310569903,-844464.7088152093
4470,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,GRAVATÁ,ANA,CPRM,Pluviométrica,835154,GRAVATÁ,-8.21277777778,-35.6041666667,-,Não,Não,Não,Não,Não,Sim,Sim,-,-,-,-,-,Não,Não,Não,Não,-,-,-,-,01/08/2012,-3963437.7034521787,-917389.1429710031
4471,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,GRAVATÁ,EMATER,EMATER,Pluviométrica,835123,GRAVATA,-8.21666666667,-35.5666666667,-,Não,Não,Não,Não,Não,Não,Sim,-,-,-,-,-,Sim,Não,Não,Não,out-79,-,-,-,00:00:00,-3959263.2225474305,-917826.539992403
4472,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,GRAVATÁ,DNOCS,DNOCS,Pluviométrica,835030,GRAVATA,-8.21666666667,-35.5666666667,-,Não,Não,Não,Não,Não,Não,Sim,-,-,-,-,-,Sim,Não,Não,Não,nov-33,-,-,-,00:00:00,-3959263.2225474305,-917826.539992403
4473,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,IATI,EMATER,EMATER,Pluviométrica,936106,IATI,-9.05,-36.8666666667,-,Não,Não,Não,Não,Não,Não,Sim,-,-,-,-,-,Sim,Não,Não,Não,ago-79,-,-,-,00:00:00,-4103978.5605786853,-1011656.8080352809
4474,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,IBIRAJUBA,EMATER,EMATER,Pluviométrica,836075,IBIRAJUBA,-8.58333333333,-36.1833333333,-,Não,Não,Não,Não,Não,Não,Sim,-,-,-,-,-,Sim,Não,Não,Não,mar-79,-,-,-,00:00:00,-4027910.241869948,-959086.3811421788
4479,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,IGARASSU,CEMADEN,CEMADEN,Pluviométrica,734063,IGARASSU_Cruz de Rebouças2,-7.87111111111,-34.8619444444,-,Não,Não,Não,Não,Não,Sim,Sim,-,-,-,-,-,Sim,Não,Não,Não,jan-14,-,-,-,01/01/2014,-3880813.9036189476,-878977.1786506635
4480,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,IGARASSU,CEMADEN,CEMADEN,Pluviométrica,734061,IGARASSU_Alto do Céu,-7.80694444444,-34.9330555556,-,Não,Não,Não,Não,Não,Sim,Sim,-,-,-,-,-,Sim,Não,Não,Não,jan-14,-,-,-,01/01/2014,-3888729.9562975806,-871766.7977933071
4481,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,IGARASSU,CEMADEN,CEMADEN,Pluviométrica,735220,IGARASSU_Três Ladeiras,-7.75805555556,-35.0361111111,-,Não,Não,Não,Não,Não,Sim,Sim,-,-,-,-,-,Sim,Não,Não,Não,jan-14,-,-,-,01/01/2014,-3900202.048265443,-866273.9178408742
4486,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,IGARASSU,CEMADEN,CEMADEN,Pluviométrica,734062,IGARASSU_Cruz de Rebouças,-7.87388888889,-34.9161111111,-,Não,Não,Não,Não,Não,Sim,Sim,-,-,-,-,-,Sim,Não,Não,Não,jan-14,-,-,-,01/01/2014,-3886843.70937025,-879289.3414940399
4501,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,ITAMBÉ (EX-TAMBÉ),ANA,CPRM,Pluviométrica,735173,CARICÉ,-7.54277777778,-35.0686111111,-,Não,Não,Não,Não,Não,Sim,Sim,-,-,-,-,-,Não,Não,Não,Não,-,-,-,-,01/08/2012,-3903819.931716225,-842094.0603862792
4502,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,ITAMBÉ (EX-TAMBÉ),DNOCS,DNOCS,Pluviométrica,735072,ITAMBÉ,-7.41666666667,-35.1166666667,-,Não,Não,Não,Não,Não,Não,Sim,-,-,-,-,-,Sim,Não,Não,Não,out-10,-,-,-,00:00:00,-3909169.451690457,-827934.9528566304
4504,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,JAQUEIRA,CEMADEN,CEMADEN,Pluviométrica,835185,JAQUEIRA_jaqueira01,-8.73111111111,-35.8038888889,-,Não,Não,Não,Não,Não,Sim,Sim,-,-,-,-,-,Sim,Não,Não,Não,jan-14,-,-,-,01/01/2014,-3985670.6795300557,-975726.521583664
4511,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,JATAÚBA,EMATER,EMATER,Pluviométrica,736037,JATAÚBA,-7.98333333333,-36.5,-,Não,Não,Não,Não,Não,Não,Sim,-,-,-,-,-,Sim,Não,Não,Não,set-79,-,-,-,00:00:00,-4063161.413954485,-891590.2310670345
4512,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,JATAÚBA,ANA,CPRM,Pluviométrica,736040,JATAÚBA,-7.98638888889,-36.5005555556,-,Não,Não,Não,Não,Não,Não,Sim,-,-,-,-,-,Sim,Não,Não,Não,abr-86,-,-,-,00:00:00,-4063223.2581160376,-891933.7039919054
4513,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,JOÃO ALFREDO,EMATER,EMATER,Pluviométrica,735143,JOÃO ALFREDO,-7.86666666667,-35.6,-,Não,Não,Não,Não,Não,Não,Sim,-,-,-,-,-,Sim,Não,Não,Não,jan-80,-,-,-,00:00:00,-3962973.872240539,-878477.722452811
4514,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,JOAQUIM NABUCO,ANA,CPRM,Pluviométrica,835152,ENGENHO BENTO,-8.49722222222,-35.4977777778,-,Não,Não,Não,Não,Não,Sim,Sim,-,-,-,-,-,Não,Não,Não,Não,-,-,-,-,01/05/2012,-3951594.5465150047,-949393.0527417009
4516,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,JOAQUIM NABUCO,CEMADEN,CEMADEN,Pluviométrica,835186,JOAQUIM NABUCO_Centro,-8.62611111111,-35.5261111111,-,Não,Não,Não,Não,Não,Sim,Sim,-,-,-,-,-,Sim,Não,Não,Não,jan-14,-,-,-,01/01/2014,-3954748.5987541475,-963902.592718288
4517,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,JUPI,EMATER,EMATER,Pluviométrica,836076,JUPI,-8.7,-36.4166666667,-,Não,Não,Não,Não,Não,Não,Sim,-,-,-,-,-,Sim,Não,Não,Não,nov-79,-,-,-,00:00:00,-4053884.789721712,-972222.7901476555
4518,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,JUREMA,CEMADEN,CEMADEN,Pluviométrica,836103,JUREMA_Centro,-8.72,-36.1430555556,-,Não,Não,Não,Não,Não,Sim,Sim,-,-,-,-,-,Sim,Não,Não,Não,jan-14,-,-,-,01/01/2014,-4023426.540157442,-974475.1554416439
4519,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,JUREMA,EMATER,EMATER,Pluviométrica,836077,JUREMA,-8.7,-36.15,-,Não,Não,Não,Não,Não,Não,Sim,-,-,-,-,-,Sim,Não,Não,Não,jan-79,-,-,-,00:00:00,-4024199.5921768392,-972222.7901476555
4520,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,LAGOA DO OURO,EMATER,EMATER,Pluviométrica,936107,LAGOA DO OURO,-9.11666666667,-36.4666666667,-,Não,Não,Não,Não,Não,Não,Sim,-,-,-,-,-,Sim,Não,Não,Não,mar-79,-,-,-,00:00:00,-4059450.7642613766,-1019172.3545332564
4521,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,LAGOA DOS GATOS,EMATER,EMATER,Pluviométrica,835124,LAGOA DOS GATOS,-8.65666666667,-35.905,-,Não,Não,Não,Não,Não,Não,Sim,-,-,-,-,-,Sim,Não,Não,Não,jan-79,-,-,-,00:00:00,-3996926.3169324873,-967343.0776770043
4524,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,LIMOEIRO,ANA,CPRM,Pluviométrica,735100,LIMOEIRO,-7.87888888889,-35.4519444444,-,Não,Não,Não,Não,Não,Sim,Sim,-,-,-,-,-,Sim,Não,Não,Não,set-78,-,-,-,01/04/2011,-3946492.40318698,-879851.2398870044
4525,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,LIMOEIRO,EMATER,EMATER,Pluviométrica,735144,LIMOEIRO,-7.86666666667,-35.4666666667,-,Não,Não,Não,Não,Não,Não,Sim,-,-,-,-,-,Sim,Não,Não,Não,jan-79,-,-,-,00:00:00,-3948131.273468103,-878477.722452811
4527,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,MACAPARANA,EMATER,EMATER,Pluviométrica,735145,MACAPARANA,-7.55,-35.45,-,Não,Não,Não,Não,Não,Não,Sim,-,-,-,-,-,Sim,Não,Não,Não,jan-79,-,-,-,00:00:00,-3946275.9486215482,-842905.0586586989
4529,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,MARAIAL,CEMADEN,CEMADEN,Pluviométrica,835187,MARAIAL_Centro,-8.78305555556,-35.8111111111,-,Não,Não,Não,Não,Não,Sim,Sim,-,-,-,-,-,Sim,Não,Não,Não,jan-14,-,-,-,01/01/2014,-3986474.65363023,-981577.1534890612
4530,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,MARAIAL,CEMADEN,CEMADEN,Pluviométrica,835188,MARAIAL_Sertãozinho de Cima,-8.88388888889,-35.7480555556,-,Não,Não,Não,Não,Não,Sim,Sim,-,-,-,-,-,Sim,Não,Não,Não,jan-14,-,-,-,01/01/2014,-3979455.3412940996,-992936.606638165
4531,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,MARAIAL,EMATER,EMATER,Pluviométrica,835125,MARAIAL,-8.76666666667,-35.8333333333,-,Não,Não,Não,Não,Não,Não,Sim,-,-,-,-,-,Sim,Não,Não,Não,jan-81,-,-,-,00:00:00,-3988948.4200923033,-979731.1439315147
4532,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,MARAIAL,ANA,CPRM,Pluviométrica,835146,SÍTIO CACHOEIRA,-8.89666666667,-35.7677777778,-,Não,Não,Não,Não,Não,Sim,Sim,-,-,-,-,-,Não,Não,Não,Não,-,-,-,-,01/02/2010,-3981650.809029188,-994376.3189110738
4538,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,MORENO,CEMADEN,CEMADEN,Pluviométrica,835189,MORENO_Bonança,-8.105,-35.195,-,Não,Não,Não,Não,Não,Sim,Sim,-,-,-,-,-,Sim,Não,Não,Não,jan-14,-,-,-,01/01/2014,-3917889.4784692624,-905268.6944366433
4539,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,MORENO,CEMADEN,CEMADEN,Pluviométrica,835190,MORENO_Centro,-8.11805555556,-35.1011111111,-,Não,Não,Não,Não,Não,Sim,Sim,-,-,-,-,-,Sim,Não,Não,Não,jan-14,-,-,-,01/01/2014,-3907437.8151670056,-906736.719402333
4540,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,MORENO,ANA,CPRM,Pluviométrica,835156,MORENO,-8.11666666667,-35.1,-,Não,Não,Não,Não,Não,Sim,Sim,-,-,-,-,-,Não,Não,Não,Não,-,-,-,-,01/05/2012,-3907314.1268439027,-906580.5442669647
4542,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,NAZARÉ DA MATA,CEMADEN,CEMADEN,Pluviométrica,735221,NAZARÉ DA MATA_Engenho Coqueiro,-7.73305555556,-35.2638888889,-,Não,Não,Não,Não,Não,Sim,Sim,-,-,-,-,-,Sim,Não,Não,Não,jan-14,-,-,-,01/01/2014,-3925558.154501688,-863465.3057682337
4543,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,NAZARÉ DA MATA,CEMADEN,CEMADEN,Pluviométrica,735222,NAZARÉ DA MATA_Centro,-7.74,-35.2261111111,-,Não,Não,Não,Não,Não,Sim,Sim,-,-,-,-,-,Sim,Não,Não,Não,jan-14,-,-,-,01/01/2014,-3921352.751516165,-864245.4590726049
4544,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,NAZARÉ DA MATA,ANA,CPRM,Pluviométrica,735174,NAZARÉ DA MATA,-7.75416666667,-35.2330555556,-,Não,Não,Não,Não,Não,Sim,Sim,-,-,-,-,-,Não,Não,Não,Não,-,-,-,-,01/08/2012,-3922125.8035355643,-865837.0116776995
4545,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,OROBÓ,EMATER,EMATER,Pluviométrica,735147,OROBÓ,-7.73333333333,-35.6,-,Não,Não,Não,Não,Não,Não,Sim,-,-,-,-,-,Sim,Não,Não,Não,set-79,-,-,-,00:00:00,-3962973.872240539,-863496.5116537994
4555,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,PALMARES,CEMADEN,CEMADEN,Pluviométrica,835191,PALMARES_Santo Onofre,-8.67388888889,-35.59,-,Não,Não,Não,Não,Não,Sim,Sim,-,-,-,-,-,Sim,Não,Não,Não,jan-14,-,-,-,01/01/2014,-3961860.677332606,-969282.3831432101
4556,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,PALMARES,CEMADEN,CEMADEN,Pluviométrica,835192,PALMARES_Japaranduba,-8.69111111111,-35.6038888889,-,Não,Não,Não,Não,Não,Sim,Sim,-,-,-,-,-,Sim,Não,Não,Não,jan-14,-,-,-,01/01/2014,-3963406.7813714026,-971221.7775396805
4557,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,PALMARES,ANA,CPRM,Pluviométrica,835141,PALMARES,-8.67944444444,-35.5772222222,-,Não,Não,Não,Não,Não,Sim,Sim,-,-,-,-,-,Sim,Não,Não,Não,out-90,-,-,-,01/02/2011,-3960438.2616169145,-969907.984513386
4558,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,PALMARES,EMATER,EMATER,Pluviométrica,835126,PALMARES,-8.68333333333,-35.5833333333,-,Não,Não,Não,Não,Não,Não,Sim,-,-,-,-,-,Sim,Não,Não,Não,set-79,-,-,-,00:00:00,-3961118.547393985,-970345.9109818933
4559,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,PALMARES,APAC-PE,APAC-PE,Pluviométrica,835037,PALMARES,-8.68333333333,-35.6,-,Não,Não,Não,Não,Não,Não,Sim,-,-,-,-,-,Sim,Não,Não,Não,jun-20,-,-,-,00:00:00,-3962973.872240539,-970345.9109818933
4562,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,PALMEIRINA,EMATER,EMATER,Pluviométrica,936108,PALMEIRINA,-9.01666666667,-36.3333333333,-,Não,Não,Não,Não,Não,Não,Sim,-,-,-,-,-,Sim,Não,Não,Não,jul-79,-,-,-,00:00:00,-4044608.1654889397,-1007899.5577263046
4563,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,PALMEIRINA,ANA,CPRM,Pluviométrica,936117,PALMEIRINA,-9.00194444444,-36.3263888889,-,Não,Não,Não,Não,Não,Sim,Sim,-,-,-,-,-,Não,Não,Não,Não,-,-,-,-,01/02/2011,-4043835.1134695434,-1006240.2160100659
4565,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,PANELAS,EMATER,EMATER,Pluviométrica,836079,PANELAS,-8.66666666667,-36.0333333333,-,Não,Não,Não,Não,Não,Não,Sim,-,-,-,-,-,Sim,Não,Não,Não,jan-79,-,-,-,00:00:00,-4011212.318250957,-968469.1151956845
4566,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,PANELAS,DNOCS,DNOCS,Pluviométrica,836024,PANELAS,-8.66666666667,-36.0333333333,-,Não,Não,Não,Não,Não,Não,Sim,-,-,-,-,-,Sim,Não,Não,Não,fev-34,-,-,-,00:00:00,-4011212.318250957,-968469.1151956845
4592,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,PASSIRA,EMATER,EMATER,Pluviométrica,735148,PASSIRA,-7.93333333333,-35.65,-,Não,Não,Não,Não,Não,Não,Sim,-,-,-,-,-,Sim,Não,Não,Não,jul-79,-,-,-,00:00:00,-3968539.8467802024,-885970.1292355555
4597,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,PAULISTA,CEMADEN,CEMADEN,Pluviométrica,734070,PAULISTA_Maria Farinha,-7.85305555556,-34.8361111111,-,Não,Não,Não,Não,Não,Sim,Sim,-,-,-,-,-,Sim,Não,Não,Não,jan-14,-,-,-,01/01/2014,-3877938.15010679,-876948.1711331063
4599,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,PAULISTA,CEMADEN,CEMADEN,Pluviométrica,734071,PAULISTA_Janga,-7.91805555556,-34.8288888889,-,Não,Não,Não,Não,Não,Sim,Sim,-,-,-,-,-,Sim,Não,Não,Não,jan-14,-,-,-,01/01/2014,-3877134.176006615,-884253.0124178288
4600,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,PAULISTA,CEMADEN,CEMADEN,Pluviométrica,734072,PAULISTA_Janga2,-7.95388888889,-34.83,-,Não,Não,Não,Não,Não,Sim,Sim,-,-,-,-,-,Sim,Não,Não,Não,jan-14,-,-,-,01/01/2014,-3877257.8643297195,-888280.532563606
4601,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,PAULISTA,CEMADEN,CEMADEN,Pluviométrica,734073,PAULISTA_Centro,-7.94111111111,-34.88,-,Não,Não,Não,Não,Não,Sim,Sim,-,-,-,-,-,Sim,Não,Não,Não,jan-14,-,-,-,01/01/2014,-3882823.8388693826,-886844.3222995534
4602,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,PAULISTA,CEMADEN,CEMADEN,Pluviométrica,734069,PAULISTA_Vila Torres Galvão,-7.95805555556,-34.8761111111,-,Não,Não,Não,Não,Não,Sim,Sim,-,-,-,-,-,Sim,Não,Não,Não,jan-14,-,-,-,01/01/2014,-3882390.92973852,-888748.8716698537
4642,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,POMBOS,EMATER,EMATER,Pluviométrica,835127,POMBOS,-8.15,-35.4,-,Não,Não,Não,Não,Não,Não,Sim,-,-,-,-,-,Sim,Não,Não,Não,jan-79,-,-,-,00:00:00,-3940709.974081885,-910328.8967535716
4643,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,POMBOS,ANA,CPRM,Pluviométrica,835137,POMBOS,-8.14083333333,-35.3997222222,-,Não,Não,Não,Não,Não,Não,Sim,-,-,-,-,-,Sim,Não,Não,Não,mar-86,-,-,-,00:00:00,-3940679.052001109,-909298.068741825
4644,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,POMBOS,ANA,CPRM,Pluviométrica,835153,ENGENHO TABOCAS,-8.28194444444,-35.3647222222,-,Não,Não,Não,Não,Não,Sim,Sim,-,-,-,-,-,Não,Não,Não,Não,-,-,-,-,01/05/2012,-3936782.8698233445,-925169.2029934822
4645,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,POMBOS,CEMADEN,CEMADEN,Pluviométrica,835193,POMBOS_Vila São José,-8.13694444444,-35.3997222222,-,Não,Não,Não,Não,Não,Sim,Sim,-,-,-,-,-,Sim,Não,Não,Não,jan-14,-,-,-,01/01/2014,-3940679.052001109,-908860.7548959636
4649,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,RECIFE,CEMADEN,CEMADEN,Pluviométrica,734075,RECIFE_Guabiraba,-7.99388888889,-34.9361111111,-,Não,Não,Não,Não,Não,Sim,Sim,-,-,-,-,-,Sim,Não,Não,Não,jan-14,-,-,-,01/01/2014,-3889070.099186116,-892776.7847959948
4650,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,RECIFE,APAC-PE,APAC-PE,Pluviométrica,834006,RECIFE (CURADO),-8.05,-34.9166666667,-,Não,Não,Não,Não,Não,Não,Sim,-,-,-,-,-,Sim,Não,Não,Não,mar-67,-,-,-,00:00:00,-3886905.5535318027,-899084.7709568301
4651,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,RECIFE,INMET,INMET,Pluviométrica,834007,RECIFE (CURADO),-8.05,-34.9166666667,-,Não,Não,Não,Não,Não,Sim,Sim,-,-,-,-,-,Sim,Sim,Sim,Sim,fev-61,fev-61,fev-61,fev-61,01/12/2004,-3886905.5535318027,-899084.7709568301
4652,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,RECIFE,INMET,INMET,Pluviométrica,834009,IBURA (GUARARAPES),-8.11666666667,-34.9166666667,-,Não,Não,Não,Não,Não,Não,Sim,-,-,-,-,-,Sim,Sim,Sim,Sim,ago-46,ago-46,ago-46,ago-46,00:00:00,-3886905.5535318023,-906580.5442669647
4653,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,RECIFE,ANA,CPRM,Pluviométrica,834017,RECIFE / AFOGADOS,-8.07944444444,-34.9036111111,-,Não,Não,Não,Não,Não,Não,Sim,-,-,-,-,-,Sim,Não,Não,Não,mai-00,mai-00,-,-,00:00:00,-3885452.215735335,-902395.2514644322
4654,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,RECIFE,CEMADEN,CEMADEN,Pluviométrica,834049,RECIFE_Morro da Conceição,-8.01888888889,-34.915,-,Não,Não,Não,Não,Não,Sim,Sim,-,-,-,-,-,Sim,Não,Não,Não,jan-14,-,-,-,01/01/2014,-3886720.0210471465,-895587.1661579469
4655,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,RECIFE,CEMADEN,CEMADEN,Pluviométrica,834041,RECIFE_Várzea1,-8.03611111111,-34.98,-,Não,Não,Não,Não,Não,Sim,Sim,-,-,-,-,-,Sim,Não,Não,Não,jan-14,-,-,-,01/01/2014,-3893955.78794871,-897523.3071159524
4656,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,RECIFE,CEMADEN,CEMADEN,Pluviométrica,834042,RECIFE_Estação Experimental UFRPE,-8.01833333333,-34.9472222222,-,Não,Não,Não,Não,Não,Sim,Sim,-,-,-,-,-,Sim,Não,Não,Não,jan-14,-,-,-,01/01/2014,-3890306.9824171513,-895524.7113639829
4657,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,RECIFE,CEMADEN,CEMADEN,Pluviométrica,834043,RECIFE_USF Alto Bela Vista-Ibura,-8.12361111111,-34.9413888889,-,Não,Não,Não,Não,Não,Sim,Sim,-,-,-,-,-,Sim,Não,Não,Não,jan-14,-,-,-,01/01/2014,-3889657.6187208574,-907361.425344919
4658,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,RECIFE,CEMADEN,CEMADEN,Pluviométrica,834054,RECIFE_Torreão,-8.03694444444,-34.8838888889,-,Não,Não,Não,Não,Não,Sim,Sim,-,-,-,-,-,Sim,Não,Não,Não,jan-14,-,-,-,01/01/2014,-3883256.7480002455,-897616.9934384915
4659,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,RECIFE,CEMADEN,CEMADEN,Pluviométrica,834044,RECIFE_UPA de Nova Descoberta,-8.00194444444,-34.9191666667,-,Não,Não,Não,Não,Não,Sim,Sim,-,-,-,-,-,Sim,Não,Não,Não,jan-14,-,-,-,01/01/2014,-3887183.8522587838,-893682.3332930449
4660,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,RECIFE,CEMADEN,CEMADEN,Pluviométrica,834045,RECIFE_Alto do Céu,-8.01194444444,-34.8919444444,-,Não,Não,Não,Não,Não,Sim,Sim,-,-,-,-,-,Sim,Não,Não,Não,jan-14,-,-,-,01/01/2014,-3884153.4883427457,-894806.4873632415
4661,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,RECIFE,CEMADEN,CEMADEN,Pluviométrica,834046,RECIFE_Corrego Jenipapo,-8.00694444444,-34.9361111111,-,Não,Não,Não,Não,Não,Sim,Sim,-,-,-,-,-,Sim,Não,Não,Não,jan-14,-,-,-,01/01/2014,-3889070.099186116,-894244.4068783141
4662,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,RECIFE,CEMADEN,CEMADEN,Pluviométrica,834047,RECIFE_UPA da Imbiribeira,-8.12111111111,-34.9138888889,-,Não,Não,Não,Não,Não,Sim,Sim,-,-,-,-,-,Sim,Não,Não,Não,jan-14,-,-,-,01/01/2014,-3886596.3327240427,-907080.3066011327
4663,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,RECIFE,CEMADEN,CEMADEN,Pluviométrica,834048,RECIFE_Alto Mandu,-8.02388888889,-34.9269444444,-,Não,Não,Não,Não,Não,Sim,Sim,-,-,-,-,-,Sim,Não,Não,Não,jan-14,-,-,-,01/01/2014,-3888049.670520511,-896149.2631434002
4664,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,RECIFE,CEMADEN,CEMADEN,Pluviométrica,834057,RECIFE_Areias,-8.10194444444,-34.9288888889,-,Não,Não,Não,Não,Não,Sim,Sim,-,-,-,-,-,Sim,Não,Não,Não,jan-14,-,-,-,01/01/2014,-3888266.125085942,-904925.1210076021
4665,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,RECIFE,CEMADEN,CEMADEN,Pluviométrica,834058,RECIFE_Boa Vista,-8.06888888889,-34.8911111111,-,Não,Não,Não,Não,Não,Sim,Sim,-,-,-,-,-,Sim,Não,Não,Não,jan-14,-,-,-,01/01/2014,-3884060.722100418,-901208.4477099024
4666,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,RECIFE,CEMADEN,CEMADEN,Pluviométrica,834050,RECIFE_Campina do Barreto,-8.01305555556,-34.8811111111,-,Não,Não,Não,Não,Não,Sim,Sim,-,-,-,-,-,Sim,Não,Não,Não,jan-14,-,-,-,01/01/2014,-3882947.5271924855,-894931.3950751072
4667,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,RECIFE,CEMADEN,CEMADEN,Pluviométrica,834051,RECIFE_Ibura,-8.12194444444,-34.955,-,Não,Não,Não,Não,Não,Sim,Sim,-,-,-,-,-,Sim,Não,Não,Não,jan-14,-,-,-,01/01/2014,-3891172.8006788786,-907174.0126545528
4668,"ATLÂNTICO,TRECHO NORTE/NORDESTE",-,PE,RECIFE,CEMADEN,CEMADEN,Pluviométrica,834052,RECIFE_Várzea2,-8.03888888889,-34.9588888889,-,Não,Não,Não,Não,Não,Sim,Sim,-,-,-,-,-,Sim,Não,Não,Não,jan-14,-,-,-,01/01/2014,-3891605.7098097405,-897835.5956060009
